18852.107316971105	-720.3849104712428	7140.033688228401
18855.10307126801	-721.2240186252782	7178.749273987706
18858.079977843077	-722.0592506604471	7217.484670725069
18861.05034582461	-722.9041036260912	7256.623112259761
18863.985423529342	-723.7442552748744	7295.774506047782
18866.900947760056	-724.5803609212726	7334.944493795512
18869.78906117515	-725.4121903411776	7374.131125360535
18872.64417300218	-726.2578238589039	7413.329856887685
18875.477306356235	-727.0810150030487	7452.548212629672
18878.27494623811	-727.8994966788249	7491.778370809839
18881.052929129444	-728.7140388454851	7531.027454852272
18883.80331072384	-729.5242984915104	7570.2921176571945
18886.518137245253	-730.3299303743133	7609.568944885625
18889.21322351892	-731.1316528621821	7648.864503631446
18891.87269016092	-731.9287653081262	7688.172029967744
18894.506790758678	-732.7398541602657	7727.491670894753
18897.110758472954	-733.5284253427468	7766.828904071608
18899.67051721597	-734.2995094643072	7805.792161552505
18902.195077033877	-735.066105596024	7844.766696875851
18904.69234280737	-735.8285793973374	7883.755831077432
18907.170228637322	-736.5872985437621	7922.762952095648
18909.612824815646	-737.3415542415484	7961.78106347448
18912.028043500708	-738.0917135129615	8000.813536441309
18914.415857180513	-738.8377848576504	8039.860291922006
18916.78950709528	-739.5620517359057	8078.928022262253
18919.12242124049	-740.2999785371644	8118.00312742767
18921.42784871696	-741.0338425024019	8157.092277959743
18923.705485637176	-741.7631220849465	8196.188773982145
18925.955863627467	-742.4888857928056	8235.30577592518
18928.17867459697	-743.2106111209033	8274.436586227062
18930.373892042862	-743.9283060801508	8313.581125908278
18932.5335238105	-744.641614035162	8352.735664227672
18934.673218740707	-745.3507458004402	8391.900776845701
18936.80547525188	-746.0693300143572	8431.48071826508
18938.909478027308	-746.7838305414323	8471.074343442548
18940.977226421834	-747.4938886583432	8510.677851339307
18943.024403823012	-748.199722428264	8550.291942143353
18945.035510767655	-748.9016515535691	8589.922357717389
18947.026234451117	-749.5998951497241	8629.569868678833
18948.98036827672	-750.2932050706311	8669.220221593707
18950.914297892796	-750.9833663392667	8708.894186804544
18952.81180445234	-751.6691278369328	8748.577444731678
18954.680635757053	-752.3503479474236	8788.26704837472
18956.529178017576	-753.028440483095	8827.980078353005
18958.341015478105	-753.7016375735054	8867.69544818001
18960.12451426214	-754.3713491493238	8907.4302297599
18961.87925506113	-755.0365511206084	8947.17102400644
18963.605597884805	-755.6982799296982	8986.93107182026
18965.30314215361	-756.3555145399904	9026.696965937073
18966.977303394153	-756.9913438488684	9066.4853161123
18968.617542528045	-757.6406439562257	9106.275990453893
18970.2292665299	-758.2864946543705	9146.085601983203
18971.812112371128	-758.9278809827326	9185.900727394512
18973.366227479466	-759.5653205388575	9225.727955768756
18974.89174081231	-760.1993276519005	9265.573884054944
18976.38831757826	-760.8288918941055	9305.425077201266
18977.853083915652	-761.4362474197618	9345.287444443376
18979.292020055556	-762.0579672422988	9385.162263849312
18980.702240488456	-762.6762761049115	9425.055466765822
18982.075429656612	-763.2897912372293	9464.949471447708
18983.42773859014	-763.8997803238135	9504.859126216448
18984.74806254286	-764.4876169670106	9544.77948724843
18986.042496166334	-765.0898207802223	9584.711958410053
18987.299938024382	-765.6877575429193	9624.651522178732
18988.53641369537	-766.2821927925984	9664.606481302648
18989.729852273624	-766.8429133590306	9704.1731274834
18990.88989552817	-767.4177007036495	9743.747140252804
18992.03438053507	-767.9712439290698	9783.339585739497
18993.137415720717	-768.538471009786	9822.934979780795
18994.211918196936	-769.1019223478888	9862.540935856841
18995.270772984444	-769.6441630365545	9902.16515392748
18996.288137073334	-770.2000836433855	9941.792020191802
18997.281686413375	-770.7339372982171	9981.425969111047
18998.241829413706	-771.2823463539329	10021.073412718975
18999.17816488702	-771.8092030103187	10060.734501309964
19000.080997002013	-772.3501179466027	10100.402209985485
19000.959909973626	-772.8690100312413	10140.07669826788
19001.80535151061	-773.4024491542023	10179.764356460788
19002.62682229065	-773.9138869697165	10219.458642779999
19003.414789593477	-774.4398671490984	10259.165936644204
19004.17071622223	-774.9439670928386	10298.881938062183
19004.905859322913	-775.444256352871	10338.605318686386
19005.607451506123	-775.9590803296757	10378.341463345081
19006.284945544772	-776.4519553956633	10418.083857442884
19006.925526662973	-776.9407426292529	10457.831080290782
19007.540564203868	-777.4444453695063	10497.59536807283
19008.123370362046	-777.9258391481948	10537.361081897185
19008.685314949704	-778.4039353805149	10577.140529709994
19009.205555491102	-778.8961574910651	10616.92762377172
19009.709607135563	-779.3668816663284	10656.725126380323
19010.176617851663	-779.8335359539535	10696.526883319688
19010.622692218778	-780.2969074168168	10736.3421295867
19011.027022791182	-780.7739111349638	10776.157886714593
19011.406984155532	-781.2295428685279	10815.985841353684
19011.757886294923	-781.6815080580332	10855.822367210028
19012.087778318946	-782.1302037852047	10895.672137793012
19012.380504770656	-782.5748445976199	10935.525587955864
19012.639500412555	-783.0334951500544	10975.383801417098
19012.873982235687	-783.4708159381378	11015.253840506246
19013.079308176442	-783.9044833108904	11055.13205832616
19013.25545912248	-784.3344996430135	11095.018376354328
19013.402416031713	-784.7608672258308	11134.912716059704
19013.520159931675	-785.1835882673449	11174.814998901935
19013.60874974978	-785.6021945809366	11214.718390115919
19013.668015778858	-786.0176295826807	11254.636322308128
19013.689933249618	-786.4290257529915	11294.557036238532
19013.69073279756	-786.836713334143	11334.483527411663
19013.66213809909	-787.241232977595	11374.424327602164
19013.60431981357	-787.6416510271637	11414.36583708402
19013.508977802427	-788.0385029466028	11454.316505426577
19013.39246678277	-788.4316575740511	11494.27270139632
19013.24298029717	-788.8031942524929	11534.234728558096
19013.06757736501	-789.1895613046079	11574.212066300488
19012.854796720243	-789.5714362071402	11614.184649072315
19012.620675767965	-789.9500873263661	11654.169277011006
19012.34888737419	-790.325173488614	11694.162494134185
19012.052198751397	-790.6786141635466	11734.1593942086
19011.729676018178	-791.0464008908996	11774.164512314823
19011.36956499432	-791.4101630949624	11814.171160501028
19010.97993666859	-791.7703043854757	11854.184377533833
19010.565167879715	-792.1092883166648	11894.207746894175
19010.124534823033	-792.4626002914702	11934.239073931632
19009.65061494314	-792.794363078204	11974.275215568141
19009.142721857097	-793.140038935411	12014.313944742828
19008.60522312519	-793.4820967519038	12054.35884851155
19008.042632238732	-793.8025740253031	12094.40674782037
19007.445865114427	-794.1374030614636	12134.46376672478
19006.823768024395	-794.4511170943556	12174.53041146105
19006.15975920441	-794.7778582941437	12214.587119160766
19005.470576822056	-795.0934702863171	12255.069388897422
19004.74676949109	-795.4228800830973	12295.553783647178
19003.99714089778	-795.730670929963	12336.04082970139
19003.204563051986	-796.0522891348571	12376.531217546653
19002.394218571473	-796.3527092037797	12417.0294798695
19001.541126089927	-796.6664953113597	12457.524090643361
19000.669767561507	-796.9599901970107	12498.040032069111
18999.760113885255	-797.2489440332396	12538.549047457856
18998.823891262902	-797.5520651119385	12579.065041343061
18997.85335120717	-797.8336432056049	12619.584420173438
18996.852337017717	-798.1115349371629	12660.10885095253
18995.82083151529	-798.3857394549548	12700.638251854658
18994.76272864479	-798.674087031611	12741.174361105057
18993.670199248652	-798.9409090311416	12781.713470956525
18992.547127290785	-799.2040408091399	12822.257305234785
18991.393495792094	-799.4634812094738	12862.80578195206
18990.209287822672	-799.7192290009532	12903.358819077992
18988.994486501444	-799.971282877772	12943.916334538679
18987.749367435474	-800.219204121514	12984.471446907115
18986.473333932907	-800.4638667071996	13025.037671956676
18985.16665672832	-800.704831017748	13065.608128863867
18983.82962649511	-800.9416603706211	13106.175934061466
18982.461616848203	-801.1752240117285	13146.754607227718
18981.06323090234	-801.404650783782	13187.33046277513
18979.62603633092	-801.6299574848347	13227.904447521689
18978.165905957583	-801.8524068998038	13268.494809262886
18976.675364768384	-802.0707160479504	13309.082104256267
