-5.89729421e+03  3.35444217e+03 -3.28537544e+00	-2.34588258 -4.13771099  6.01411651
-5.89963630e+03  3.35030235e+03  2.72870137e+00	-2.33834327 -4.14199593  6.01411687
-5901.97085608  3346.15823538     8.74277467	-2.33080093 -4.1462756   6.01410952
-5904.29786505  3342.00984795    14.75683677	-2.32325559 -4.15054999  6.01409446
-5906.61732722  3337.8571888     20.77087996	-2.31570724 -4.15481909  6.01407169
-5908.92923961  3333.7002632     26.78489651	-2.3081559  -4.1590829   6.01404121
-5911.23369179  3329.53890895    32.7991207 	-2.30060128 -4.16334158  6.01400302
-5913.53049535  3325.37346619    38.81306087	-2.29304398 -4.16759478  6.01395712
-5915.81974019  3321.20377289    44.82695129	-2.28548373 -4.17184268  6.01390351
-5918.10142335  3317.02983437    50.84078425	-2.27792052 -4.17608526  6.0138422 
-5920.37554189  3312.85165594    56.85455203	-2.27035437 -4.18032252  6.01377317
-5922.64209287  3308.66924292    62.86824693	-2.26278528 -4.18455445  6.01369644
-5924.90107335  3304.48260064    68.88186124	-2.25521327 -4.18878106  6.01361199
-5927.15248043  3300.29173444    74.89538724	-2.24763835 -4.19300232  6.01351984
-5929.3964013   3296.09648078    80.90905918	-2.24006021 -4.19721842  6.01341997
-5931.63265253  3291.89718259    86.92238545	-2.23247949 -4.201429    6.0133124 
-5933.86132165  3287.69367651    92.9356003 	-2.22489588 -4.20563422  6.01319712
-5936.08240578  3283.48596789    98.94869601	-2.2173094  -4.20983408  6.01307413
-5938.29590205  3279.2740621    104.96166487	-2.20972005 -4.21402859  6.01294343
-5940.5018076   3275.05796451   110.97449918	-2.20212785 -4.21821772  6.01280502
-5942.70011958  3270.83768048   116.98719122	-2.1945328  -4.22240147  6.01265891
-5944.89092313  3266.61304535   122.99997519	-2.1869346  -4.22658002  6.01250507
-5947.07403914  3262.38440443   129.01235958	-2.17933389 -4.23075301  6.01234354
-5949.24955309  3258.15159322   135.02457857	-2.17173036 -4.23492061  6.0121743 
-5951.41746216  3253.91461713   141.03662447	-2.16412403 -4.23908281  6.01199735
-5953.57776355  3249.67348154   147.04848956	-2.15651489 -4.24323961  6.01181269
-5955.73045447  3245.42819187   153.06016614	-2.14890297 -4.24739101  6.01162033
-5957.87553213  3241.17875352   159.0716465 	-2.14128827 -4.25153699  6.01142025
-5960.01299377  3236.92517191   165.08292294	-2.1336708  -4.25567755  6.01121247
-5962.14292215  3232.66728107   171.09422957	-2.12605027 -4.25981285  6.01099698
-5964.26514315  3228.40542904   177.10507502	-2.1184273  -4.26394256  6.01077378
-5966.37973986  3224.13945003   183.11569342	-2.11080159 -4.26806684  6.01054288
-5968.48670955  3219.86934947   189.12607706	-2.10317315 -4.27218568  6.01030427
-5970.58604949  3215.59513281   195.13621824	-2.09554199 -4.27629907  6.01005796
-5972.67775697  3211.3168055    201.14610925	-2.08790812 -4.28040701  6.00980394
-5974.7618293   3207.03437298   207.15574238	-2.08027155 -4.28450949  6.00954221
-5976.83834715  3202.74766817   213.16535171	-2.07263199 -4.28860668  6.00927277
-5978.90714076  3198.45704147   219.17444598	-2.06499005 -4.29269824  6.00899563
-5980.96829116  3194.16232595   225.18325925	-2.05734544 -4.29678433  6.00871079
-5983.02179568  3189.86352709   231.19178383	-2.04969818 -4.30086494  6.00841824
-5985.06765166  3185.56065037   237.20001201	-2.04204826 -4.30494007  6.00811799
-5987.10585645  3181.25370128   243.20793608	-2.0343957  -4.30900971  6.00781004
-5989.13640743  3176.94268531   249.21554835	-2.02674051 -4.31307385  6.00749438
-5991.1593832   3172.62743426   255.2230828 	-2.0190824  -4.31713267  6.00717101
-5993.17461837  3168.30830085   261.23004834	-2.01142198 -4.32118581  6.00683994
-5995.18219187  3163.98511705   267.23667896	-2.00375896 -4.32523345  6.00650118
-5997.18210111  3159.65788839   273.24296696	-1.99609334 -4.32927557  6.00615471
-5999.1743435   3155.32662037   279.24890464	-1.98842515 -4.33331218  6.00580054
-6001.15891647  3150.99131852   285.2544843 	-1.98075438 -4.33734326  6.00543867
-6003.13581744  3146.65198837   291.25969824	-1.97308106 -4.34136881  6.00506909
-6005.10504387  3142.30863544   297.26453876	-1.96540518 -4.34538883  6.00469182
-6007.06667197  3137.96109028   303.26923972	-1.95772645 -4.34940346  6.00430683
-6009.02054136  3133.60970826   309.27331028	-1.9500455  -4.35341239  6.00391416
-6010.96672859  3129.2543201    315.27698431	-1.94236202 -4.35741578  6.00351379
-6012.90523115  3124.89493134   321.28025412	-1.93467603 -4.3614136   6.00310572
-6014.83604652  3120.53154754   327.28311201	-1.92698754 -4.36540587  6.00268995
-6016.75917221  3116.16417427   333.28555028	-1.91929656 -4.36939256  6.00226648
-6018.67460573  3111.7928171    339.28756124	-1.9116031  -4.37337369  6.00183532
-6020.58242121  3107.41730549   345.28937864	-1.90390685 -4.3773494   6.00139644
-6022.48246265  3103.03799708   351.29051186	-1.89620845 -4.38131937  6.00094988
-6024.37480453  3098.6547215    357.29119468	-1.88850759 -4.38528376  6.00049563
-6026.25944438  3094.26748435   363.29141939	-1.8808043  -4.38924255  6.00003368
-6028.13637978  3089.87629121   369.29117831	-1.87309857 -4.39319574  5.99956403
-6030.00560828  3085.48114769   375.29046374	-1.86539041 -4.39714333  5.9990867 
-6031.86712748  3081.08205938   381.28926798	-1.85767984 -4.40108532  5.99860166
-6033.72093497  3076.67903191   387.28758335	-1.84996687 -4.40502169  5.99810894
-6035.56710246  3072.2718935    393.28564345	-1.8422512  -4.40895261  5.9976085 
-6037.40547902  3067.86100438   399.28295797	-1.83453345 -4.41287774  5.9971004 
-6039.2361367   3063.44619294   405.27976054	-1.82681333 -4.41679725  5.9965846 
-6041.05907312  3059.02746483   411.27604346	-1.81909084 -4.42071112  5.9960611 
-6042.87428594  3054.60482567   417.27179905	-1.811366   -4.42461936  5.99552992
-6044.6817728   3050.17828111   423.26701961	-1.80363882 -4.42852195  5.99499105
-6046.48153136  3045.74783679   429.26169746	-1.7959093  -4.43241889  5.9944445 
-6048.27363125  3041.31331987   435.25606606	-1.78817715 -4.43631034  5.99389023
-6050.05792593  3036.87509283   441.24963539	-1.78044299 -4.44019598  5.99332829
-6051.83448535  3032.43298299   447.24263895	-1.77270653 -4.44407595  5.99275867
-6053.60330722  3027.98699603   453.23506905	-1.76496777 -4.44795025  5.99218136
-6055.36438925  3023.5371376    459.226918  	-1.75722673 -4.45181888  5.99159637
-6057.11772915  3019.0834134    465.21817812	-1.74948342 -4.45568183  5.99100369
-6058.86332466  3014.62582909   471.20884171	-1.74173784 -4.4595391   5.99040333
-6060.60124328  3010.16421079   477.1991421 	-1.7339897  -4.46339084  5.98979526
-6062.33134293  3005.69892319   483.18858958	-1.72623962 -4.46723673  5.98917953
-6064.05369143  3001.22979256   489.1774175 	-1.71848731 -4.47107692  5.98855613
-6065.76828656  2996.7568246    495.16561818	-1.71073277 -4.4749114   5.98792504
-6067.4751261   2992.28002501   501.15318392	-1.70297602 -4.47874018  5.98728626
-6069.17420785  2987.79939951   507.14010706	-1.69521706 -4.48256325  5.98663981
-6070.86552958  2983.31495381   513.1263799 	-1.68745591 -4.4863806   5.98598569
-6072.54908913  2978.82669364   519.11199479	-1.67969257 -4.49019222  5.98532388
-6074.22495158  2974.3344439    525.09718481	-1.67192675 -4.49399827  5.98465437
-6075.89297991  2969.8385718    531.0814607 	-1.66415908 -4.49779843  5.98397721
-6077.55323953  2965.33890241   537.06505559	-1.65638924 -4.50159286  5.98329237
-6079.20572831  2960.83544147   543.04796182	-1.64861727 -4.50538154  5.98259986
-6080.8504441   2956.32819474   549.03017169	-1.64084316 -4.50916448  5.98189968
-6082.48738476  2951.81716795   555.01167755	-1.63306692 -4.51294166  5.98119182
-6084.11654819  2947.30236686   560.99247172	-1.62528857 -4.51671309  5.98047629
-6085.73799735  2942.78361537   566.97278711	-1.61750781 -4.52047891  5.97975306
-6087.35159967  2938.26128283   572.95213486	-1.60972526 -4.5242388   5.97902219
-6088.95741844  2933.73519328   578.93074789	-1.60194062 -4.52799293  5.97828364
-6090.5554516   2929.2053525    584.90861856	-1.59415391 -4.53174127  5.97753744
-6092.14569707  2924.67176628   590.88573918	-1.58636514 -4.53548384  5.97678356
-6093.72815279  2920.13444039   596.8621021 	-1.57857431 -4.53922062  5.97602201
-6095.30281671  2915.59338063   602.83769964	-1.57078144 -4.54295161  5.9752528 
-6096.86968679  2911.04859279   608.81252415	-1.56298653 -4.5466768   5.97447593
-6098.42882358  2906.49989958   614.78680828	-1.55518928 -4.55039634  5.97369136
-6099.98009959  2901.94767283   620.76006368	-1.54739033 -4.55410992  5.97289916
-6101.52357571  2897.3917354    626.73252305	-1.53958938 -4.55781769  5.97209929
-6103.05924993  2892.83209312   632.70417873	-1.53178643 -4.56151965  5.97129177
-6104.58712026  2888.2687518    638.67502306	-1.5239815  -4.56521579  5.97047658
-6106.10718472  2883.70171726   644.64504837	-1.51617459 -4.5689061   5.96965374
-6107.61944135  2879.13099533   650.61424702	-1.50836572 -4.57259058  5.96882324
-6109.12394855  2874.55640773   656.58285144	-1.50055458 -4.57626938  5.96798504
-6110.62058332  2869.97832838   662.55037374	-1.49274181 -4.57994219  5.96713923
-6112.1094044   2865.39657915   668.5170464 	-1.48492711 -4.58360915  5.96628576
-6113.59040988  2860.81116589   674.48286177	-1.47711048 -4.58727026  5.96542463
-6115.06359781  2856.22209445   680.44781218	-1.46929193 -4.59092552  5.96455586
-6116.52896631  2851.62937069   686.41189   	-1.46147149 -4.59457492  5.96367943
-6117.98651346  2847.03300046   692.37508757	-1.45364914 -4.59821846  5.96279535
-6119.43623737  2842.43298964   698.33739724	-1.44582492 -4.60185613  5.96190362
-6120.87819404  2837.8291588    704.29905119	-1.4379985  -4.60548807  5.96100421
-6122.31226555  2833.22188426   710.25956207	-1.43017054 -4.60911399  5.96009718
